4009,12022,3,"Yuuka Kazami","Manipulation of Flowers (can create small dimensions)","Unknown, but more than 60 years old. Suggested to be very old","Unknown","Yuuka Kazami is a rather powerful and dangerous flower-loving Youkai. In Lotus Land Story, Reimu and Marisa break into her mansion in the dream world of Mugenkan, and she defends herself. In Phantasmagoria of Flower View, she goes out to enjoy herself, trying to remember why the event that touches off the game's story seems familiar.","225px-Pl09_fc_n2.png"
4010,5008,4010,"Komachi Onozuka","Manipulation of Distance, Manipulation of Souls (as the Guide of the Sanzu River)","Unknown","Carries Dead Spirits to the Yama","Komachi Onozuka is widely known in Gensokyo as being a slacker shinigami. Her pace of working is slow and when the \"flower incident\" hit (every 60 years, a great many spirits are 'produced' in the outer world that migrate here), she didn't feel any urgency and kept going at her own pace or outright ran away from work at times. This huge quantity of spirits that hadn't yet been brought to the Yama for judging led to all the flowers of all seasons blooming as they got possessed. Maybe she spends too much time around the dead, as she sure does talk about death and suicide every other sentence when not complaining about her workload. Still, she's a rather carefree individual.In Scarlet Weather Rhapsody, Komachi is on her \"free time\" as she wonders about the sudden changes in weather until Youmu informs her that someone is killing ghosts in order to manipulate the temperaments. She begins her \"work\" at the bamboo forest before she goes to investigate the Hakurei Shrine's condition, where Tenshi appears to keep her promise to Reimu of rebuilding the Shrine. She calls out Tenshi's immortality as a sham and states her lifespan is already over before challenging her to a battle. Although Tenshi was defeated in the battle, Komachi is unable to send her to the Netherworld as she is simply a ferryman shinigami rather than a reaper.","270px-KomachiSWR.png"
4011,5009,4009,"Shikieiki Yamaxanadu","Can distinctly judge anything to be Good or Evil","Immortal (Age is presently Unknown)","Judge of the Dead","Shikieiki Yamaxanadu is one of the Yama who judge the dead to decide whether they go to Heaven, Hell, Hakugyokurou, or get reincarnated. Whether it's because she simply has a habit of lecturing or because she genuinely wants others to change for the better, she's become well known in Gensokyo for lecturing anyone and everyone about their faults. The souls of the dead are brought to her by Komachi over a river called the Sanzu no Kawa. However, not every soul makes it all the way to Shikieiki without being tired out from the journey or being extinguished by Komachi. She currently resides in Hell to judge the dead who have traversed Higan and the Sanzu no Kawa.","225px-Pl13_fc_no.png"
5007,5005,5010,"Shizuha Aki","Power to control the Turning of Leaves","Unknown","Unknown","Shizuha Aki is Minoriko's older sister, and was, according to her profile text, under the impression that the heroine in Mountain of Faith was coming to disrupt autumn, which prompted her to attack. She was easily defeated, however, being a mere first-stage midboss.","230px-ShizuhaMOF.png"
5008,5005,5010,"Minoriko Aki","Power to control Harvest","Unknown","Unknown","Minoriko Aki is the harvest goddess in Gensokyo. Along with her older sister Shizuha, they control the autumn season. Minoriko battled the heroines in Stage 1 on Mountain of Faith. The reason for battling Reimu was suspecting she would be eaten, and the reason for battling Marisa is possibly to demonstrate her power. In Double Spoiler, Minoriko was Aya's practice partner. Other than visiting the Human Village for giving the humans a good harvest, she runs a sweet potato stand.","225px-MinorikoMOF.png"
5009,12024,5010,"Hina Kagiyama","The ability to store up curses","Unknown","Chasing away lost humans, Gathering the misfortune of humans","Hina Kagiyama is the leader of the Nagashi-bina doll army whose job is to scare off lost Humans who get too near to the Youkai Mountain as well as gathering their misfortune. When Hina sees the heroine nearing Youkai Mountain during Mountain of Faith she attempts to scare her off. This isn't because Hina is cruel, she's actually trying to help the heroine who she thinks could be harmed on such a dangerous mountain. However, regardless of her good intentions and claims of being a friend to humans, the heroine isn't too happy with Hina getting in the way and must defeat her.","200px-2c7209f43c0d28a0377f902c33960cd3.png"
5010,12023,5009,"Nitori Kawashiro","Power to control Water","Unknown","Engineer","Nitori Kawashiro is a very shy Kappa who lives on the Youkai Mountain. In fact, the first time she sees the heroine, she runs off with barely a word. She's good-natured enough, but has an odd way of showing it when she tries to scare the heroine away from the mountain via danmaku and spell cards. It's for the heroine's own good, though, as the mountain is a very dangerous place for humans, and Nitori just doesn't want her to get hurt. She actually likes humans; she just doesn't seem to know how to act around them. During the events of Subterranean Animism, she is one of the Kappas who hears from the Goddess of the sky about the new power of nuclear fusion in the Underworld. However, they are unwilling to go there due to the Oni living underground. Learning that Reimu is going underground to investigate, she convinces Marisa to explore there as well, since she doesn't seem to have anything better to do.","360px-701px-Th135_Nitori1.png"
5011,5005,5008,"Momiji Inubashiri","Power to see great distances","Under Aya's age","Patrols and guards Youkai Mountain","When the heroine finally reached Youkai Mountain during the events of Mountain of Faith, Momiji Inubashiri attempted to stop her at the waterfall. Although Momiji was unsuccessful, it seems she did fulfill her duty of reporting the intruder's presence back to the other tengu with record speed as a reinforcement tengu had arrived by the end of the same stage to investigate what was going on.Later Momiji observed the final battles between the heroine and the newly appeared shrine and its god, apparently without being noticed by any of them.","355px-Face07no_u.png"
5012,6006,1,"Sanae Kochiya","Power to cause miracles to occur","Probably mid-teens, about the same age as Reimu or Marisa","Wind Priestess, Shrine Maiden, Scientist (Amateur)","Sanae Kochiya is a human, but is also a distant descendant of a god, Suwako Moriya. Her role at the Moriya Shrine is similar to a Shrine Maiden, but with her inherited power Sanae has become more like a deity herself. When humans on the outside world began losing their faith in her and Kanako, the shrine's official deity, Kanako decided to move the shrine to Gensokyo where at least youkai might have faith in them. Sanae is also a friend of Reimu and Marisa. But Reimu sees Sanae also as a rival, because they are both Shrine Maidens.During the events of Mountain of Faith Sanae tried threatening the Hakurei Shrine in order to establish the Moriya Shrine as the dominant one, not realizing how powerful humans like Reimu and Marisa were. In response to the threats Sanae was defeated by the heroine followed shortly after by Kanako and Suwako's defeat. However, the residents of the Moriya Shrine have since come to an understanding with their new neighbors and live in peace with the other residents of Youkai Mountain.In Undefined Fantastic Object, depending on the scenario, she is ordered either by Kanako to train her own abilities by hunting Youkai or by Suwako to find the Treasure Ship, depending on this, her secondary bullet will become a snake or a frog.In Unthinkable Natural Law, thinking that a gigantic robot appeared in Gensokyo, she is in pursuit of the giant figure, when she stumbles into a giant pit to the nuclear reactor run by Utsuho Reiuji and learns that Suwako is responsible for creating the robot figure, Hisoutensoku.Sanae notices the strange spirit at the Moriya Shrine in Ten Desires and knows what they are, divine spirits, born due to a very strong feeling of human greed, fear, desire and feelings. She takes the opportunity to gather the divine spirits, as it is the same as gathering faith of the human. Though, she can't figure out why those divine spirits are around in the first place.","SanaeTD.png"
5013,6006,5010,"Kanako Yasaka","The ability to create Sky; able to summon Onbashira","Unknown, the Great Suwa War in which Kanako was victorious was approximately 2300 years ago","Moriya Shrine's Goddess, Scientist (Amateur)","Kanako gave Utsuho Reiuji nuclear powers before the events of Subterranean Animism. Kanako whispered to Utsuho that if she swallowed the god, Yatagarasu, Utsuho would be able to receive the powers of nuclear fusion. However, Utsuho misunderstood what she said and tried to use those nuclear powers to take over Gensokyo.","245px-Face06ct.png"
5014,6006,5010,"Suwako Moriya","The ability to create earth, ability to summon curse gods (Mishaguji)","Unknown, but one of the oldest gods; she far predates the invasion by the Goddess Kanako and the Yamato in the Great Suwa War approximately 2300 years ago","Moriya Shrine's former goddess","Suwako Moriya is the extra boss of Mountain of Faith and true goddess of the Moriya Shrine. Although, she said the shrine wasn't exactly hers (she mentioned it in both Reimu's and Marisa's story) saying it was officially Kanako's because she was beaten by her and had to relinquish control of the Shrine, willingly at that.In Subterranean Animism, Suwako appeared in Reimu and Yukari's Scenario revealing an industrial revolution project by Kanako that caused Reimu to get mad for being sent to the Hell of Blazing Fires.It is revealed that during ancient times, Suwako was a ruler of a small kingdom and controlled the Mishaguji, who were curse gods that had obtained enormous amounts of faith, cursing birth, harvests, militaries, and many other things. Only Suwako was able to tame them. However, gods from the Yamato (Ancient Japan) invaded her kingdom, saying that they were going to unify all the kingdoms to create a single country known as Japan. Unwilling to let this happen, Suwako resisted and fought with the finest steel weapons of the time. However, Kanako held out a thin vine, and Suwako's large steel arsenal instantly rusted away. Suwako realized the difference in their divine powers and her defeat; she graciously forfeited and relinquished her kingdom.It is said that Sanae is her distant descendant, although Sanae didn't even know it until the events of Subterranean Animism.In Unthinkable Natural Law, Suwako was aware of the true nature of the vanishing giant seen roaming around Gensokyo, and was confronted by Sanae over this and other secretive actions Suwako was involved in.","260px-Suwako_portrait.png"
6007,7005,6008,"Kisume ","Power to fling down demon fire","Unknown, is implied to be young.","Unknown","Kisume is a rather shy youkai who usually spends her time in buckets. As a midboss with no dialogue and a rather sparse official profile, little is known about her, but she seems rather childish. She is often seen in dark places such as caves or wells.","220px-Kisume.png"
6008,7005,6010,"Yamame Kurodani","Power to manipulate illness (especially infectious diseases)","Unknown","Unknown","Yamame Kurodani is the stage 1 boss in Subterranean Animism, but unlike the previous bosses, she is quite bright and has no hatred for Humans. Her ability to manipulate illness makes many youkai and humans hate her, but she won't use it for no reason. And she is quite well known in the underground. During the events, she suspected the Heroine for a youkai above ground and attacked her, but like all previous bosses, she was defeated.","175px-Yamame.png"
6010,7005,6011,"Parsee Mizuhashi","Power to Manipulate Jealousy","Unknown","Bridge Overseer","Parsee Mizuhashi is a bridge princess, a youkai that serves as the guardian of a particular bridge - in this case, the \"bridge\" to the underground world. Years of jealousy for the travelers crossing over that bridge have given her the ability to control jealousy. She tries to warn away a traveler on her way underground, but when that fails, her jealousy overcomes her and she attacks (unsuccessfully).","215px-Parsee_.png"
6011,7009,6012,"Yuugi Hoshiguma","Power to control supernatural phenomena","Unknown","Drunkard, one of the Four Devas of the Mountains","Yuugi Hoshiguma is an oni. Like other oni, she's ridiculously strong, likes strong people, drinks heavily and enjoys raising a ruckus. She, along with Suika, was one of four particularly feared oni long ago. She rushes off to meet an intruder in the underground Ancient City, once part of Hell, and, impressed by their strength, agrees to lead them to the Palace of the Earth Spirits if they'll fight her.","225px-Face03ct.png"
6012,5005,6012,"Suika Ibuki","Manipulation of Density","Unknown","Drunkard, one of the Four Devas of the Mountains","Suika Ibuki is currently the only Oni living on the surface in Gensokyo. The rest of the oni live underground in the Ancient City. Like most oni, she has a ridiculous amount of strength and loves to drink sake. Her personality is jolly and childish, as you'd expect from her appearance. She is strong enough to throw large boulders with one hand. Suika loves to party with all her heart. Also, she is one of the 4 Devas of the Mountain along with Yuugi.During Immaterial and Missing Power, Suika wanted to gather humans and youkai to feast everyday. She used her ability to manipulate them by spreading a mist that caused them to feast non-stop. Her intention was to bring out all the oni out of hiding and feast non-stop. In most scenarios, Suika was defeated and the number of feasts dropped rapidly. In her own scenario, Suika defeated everyone she encountered however had to stop feasts anyway due to Reimu's ability.During Scarlet Weather Rhapsody, Suika notices the temperaments being gathered from everyone into the sky, so Suika decides to climb the Youkai Mountain. When she reached Heaven, she spotted Tenshi Hinanawi. Instead of investigating the matter, Suika instead asks for a free space in heaven.","SuikaSWR.png"
6013,7008,6013,"Satori Komeiji","Power to read people's hearts/minds","Unknown","Mistress of the Palace of the Earth Spirits","Satori Komeiji is the Mistress of the Palace of the Earth Spirits after the underground city was separated from Hell. Her ability to read \"minds\" makes various youkai and spirits fearful of her, while leaving her well-loved by the animals that normally can't be understood. With these animals as pets, she manages the ruins of inferno where her home stands.During the events of the Subterranean Animism, the heroine (from above ground) invaded her home. After an encounter, she permitted the Heroine passage towards the Hell of Blazing Fires to ask her pets about their supposed problem.","225px-Face04ct.png"
6014,7007,6014,"Rin Kaenbyou","Power to carry away Corpses. Ability to control the Evil Spirits of Hell","Unknown","Controller of spirits in the remnants of the Hell of Blazing Fires","Rin Kaenbyou or Orin is one of Satori's pets, whose job is to carry corpses to the former Hell of Blazing Fires to regulate its heat. Before the events of Subterranean Animism, Rin learned of her old friend Utsuho's newly acquired power, and of her plans to conquer the above ground. She got terrified at the thought of her friend's future, and the punishment her mistress would impart on her (even though Satori would actually never have, and it was just Rin's thinking on her side). She decided to drive the evil spirits to above ground to lure the youkai in and get them to help her, but instead a human appears before her. Upon seeing that human is unexpectedly strong, though, she asks her to help Utsuho.","260px-RinSubAni.png"
6015,7007,6015,"Utsuho Reiuji","Manipulation of Nuclear Fusion, Manipulation of Hell Blazing Fires (before she obtained the Nuclear power)","Unknown","Regulator of the flames in the Former Hell of Blazing Fires","Utsuho Reiuji or Okuu is one of Satori's pets, a Hell Raven who has lived in the underground world since before it was separated from Hell. Her job is to regulate the flames of the Hell of Blazing Fires.Before the events of Subterranean Animism, she was told by a voice (presumably Kanako's) that she could swallow the god, Yatagarasu, that was hidden in the flames to gain a power that would fulfill the wishes of both the worlds below and above the surface. This power was nuclear fusion. Utsuho misunderstood what the voice had told her, and decided that, using these powers, she would take over Gensokyo. Her friend, Orin, became worried about Utsuho, and drove evil spirits to the surface to cause an incident among the strong youkai above ground, in hope that they would come down to do something about it and, when they got there, defeat Utsuho and bring her back to her former self. What came, however, was not a strong youkai, but a strong human.In Undefined Fantastic Object, it is revealed that the geyser she created with her newfound powers wound up blowing Byakuren's Palanquin Ship out from the underground and into the sky, thus starting the plot of that game.Read more","300px-Th123Utsuho2.png"
6016,7008,6013,"Koishi Komeiji","Manipulation of the Subconscious","Unknown","Unknown, it is said that she is wandering aimlessly","Koishi Komeiji is Satori Komeiji's younger sister. She wanted to avoid the hate and dislike which Satori experienced due to her mindreading abilities, so she sealed away her own Third Eye. This backfired, since she gained the ability to read and manipulate people's subconscious, an even greater ability. However, she also became much more carefree as a result, and didn't mind as much.She now spends much of her time wandering the world aimlessly. After her encounter with the heroine in Subterranean Animism's Extra Stage, however, she became curious, and wanted to start actually meeting people.After the events of Symposium of Post-mysticism, Byakuren Hijiri solicited Koishi into her faction as a laywoman.","340px-650px-Th135_Koishi1.png"
7007,8005,3,"Nazrin","Power to find lost objects and treasure","At least 1000 years","Dowser, said to be a leader of mice","Nazrin is a skilled dowser and the leader of a great number of mice. She was asked by Shou to look after the flying treasures. Getting a treasure reading, she descends from the flying ship, encounters the heroine, and is either provoked or forced to fight her. Later on, she encounters the heroine again in order to get the treasure. In fact, she is Shou's underling in trying to revive Byakuren. Although she fails in defeating the heroine, she is actually testing the pagoda before giving it to her master.","225px-Nazrin.png"
7008,12026,7008,"Kogasa Tatara","Power to surprise humans","At least 100 years old","Scaring Humans","Kogasa Tatara is a karakasa who wants to surprise people though she hasn't been very successful. In Undefined Fantastic Object she tries to scare the heroine just for fun, yet is beaten easily. Later on, she decides to go to Byakuren's Temple to scare her. Instead Kogasa meets the same person from before and is defeated again.In Ten Desires she hangs out around the cemetery in hopes of scaring others, but gets interrupted by Yoshika who is guarding it against intrusion. Unable to do it herself, she asks the heroine to defeat Yoshika. Kogasa winds up being defeated by the heroine for being a youkai.","250px-Kogasa.png"
7009,8005,3,"Ichirin Kumoi","Power to use nyuudou","At least 1000 years","Guardian of the Palanquin Ship","Ichirin Kumoi is the midboss and boss of Undefined Fantastic Object's Stage 3. Her personality is described as straightforward and quick-thinking, allowing her to adapt to most situations with ease.Unzan is Ichirin's nyuudou partner. He is literally a gigantic, angry pink cloud with fists and a face, but ZUN describes him as a \"gentle old man at heart.\" The two work together during the boss battles.During the events of Undefined Fantastic Object, Ichirin and Unzan were acting as guards for Byakuren's ship, to keep out anyone trying to keep her from being revived. She initially thought the heroines were attempting to stop her, but upon realizing they had some parts of the treasure needed to unseal Byakuren, she assumed they were on her side and happily let them through.","315px-Th13.5Ichirin.png"
7010,8005,7009,"Minamitsu Murasa","Power to cause shipwrecks","Dead/Immortal (Existed for at least 1000 years)","Captain of Palanquin Ship","Minamitsu Murasa is the spirit of a young drowning victim who afterwards became a notorious threat due to her power to cause shipwrecks. After several years spent capsizing ships for the fun of it, she was recruited by Byakuren Hijiri to pilot the Palanquin Ship. When Byakuren was sealed away by humans, the Captain and the other youkai decided to revive her by collecting the mysterious flying objects","215px-Mura2.png"
7011,8005,3,"Shou Toramaru","Power to attract treasures","At least 1000 years","Disciple of Bishamonten","Shou Toramaru is a disciple of the god Bishamonten. Along with Captain Murasa and the other youkai aboard the Palanquin Ship, she was seeking to revive Byakuren Hijiri after Byakuren had been sealed away in Makai by humans.During Undefined Fantastic Object, she accidentally lost her pagoda and asked Nazrin to retrieve it for her.","200px-Shou2.png"
7013,8005,4,"Byakuren Hijiri","Ability to use magic (specializes in magic that increases her physical abilities)","Unknown, at least 1000 years old","Monk","Byakuren Hijiri is a notable character introduced in Undefined Fantastic Object as the final opponent. When encountered she mentions being a human and having worked with her younger brother (Myouren Hijiri) as a monk.\r\n\r\nPrior to the events of Undefined Fantastic Object, Byakuren's brother passed away; a tragedy that caused her to grow a fear of death so she used her power to maintain her youth, still scared of losing it, she helped several youkai such as Murasa, Ichirin, and Shou in many ways that brought them peace of mind. Byakuren was also fond of humans, in fact she wanted humans and youkai to co-exist. The idealist monk was ultimately sealed away in Hokkai by humans for hundreds of years. This however, did not cause her to bear a grudge to them.\r\n\r\nDuring her debut appearance, the group of youkai she had previously helped all unite to break the seal of their saviour. Each one of them confronts the heroine in battle, however in the end they still manage to resurrect Byakuren. After her defeat, her fate depends on which heroine is chosen by the player.\r\n\r\nAccording to her speech at the end of Undefined Fantastic Object it's known that she made a temple near the Human Village. This temple is actually shown in later games.","340px-618px-Th135_Byakuren1.png"
7014,8005,7010,"Nue Houjuu","Power to hide true form by Seeds of Non-Identification (this includes changing her form to energy ball and pieces of Soaring Vault to UFOs)","Unknown, but possibly over 800 Years old","Scaring people","Nue Houjuu is said to be one of the most mysterious and feared youkai in many years yet has been defeated by humans many times. There are many legends according to her appearance when, in fact, she is hiding her \"true form.\" She was just enjoying scaring humans until she got bored of it (although her dialogue suggests she was sealed underground), so she spent most her time underground until the incident in Subterranean Animism where she went above ground to check what happened. She found out that Murasa and the other youkai who were also sealed underground made it above ground and were planning something. She decided to have some \"fun\" by putting the Seed of Non-identification in the fragments of Tobikura. Eventually, she saw the heroine collecting them and she decided to secretly follow them, either helping or getting in their way before deciding to show up to congratulate the heroine for saving Byakuren.Based on one of Reimu's quotes in Touhou Hisoutensoku, she is currently living with Byakuren in her Temple.According to Mamizou's quote during Ten Desires, Nue called Mamizou into Gensokyo to help her out.","270px-Nue2.png"
9007,8005,8008,"Kyouko Kasodani","Manipulation of Sound Waves","Unknown","Reciting Buddhist Sutras from Mountains","During Ten Desires, Kyouko Kasodani is sweeping the path of the Myouren Temple when set upon by the heroine. Even though she isn't responsible for the current situation, she ends up fighting the heroine anyway and in the end they are redirected to the graveyard where the spirits seem to be heading.Kyouko embodies mountain echoes and can manipulate sound waves. Kyouko appears to be new to the Myouren Temple. Although there are no sound waves in the Myouren Temple, she joined to enter the Buddhist discipline. Kyouko's job is to sweep the floor and chase away trespassers.","185px-Face02ct.png"
9008,8005,8009,"Yoshika Miyako","Ability to eat (absorb) anything","Dead/Immortal (age is presently unknown)","Dream Palace Great Mausoleum Guard","During Ten Desires, Yoshika Miyako attempts to stop the heroine from entering the mausoleum. It reveals she is Seiga's servant.Yoshika is not very smart, but she is loyal to her master, Seiga. Because she is a Jiang Shi, she lacks the flexibility and agility of a normal human. Her half-rotted brain causes this problem. Despite being a sort of zombie, she takes good care of her skin.As Seiga's servant, Yoshika assists her during the battle between Seiga and the heroine.","180px-Yoshika_Miyako_-_Ten_Desires.png"
9009,9005,8010,"Seiga Kaku","The power to pass through walls","At least 1,400 years old","Unknown","Seiga Kaku was a Chinese human. She had a large interest in Taoism and one day, she became a hermit. She used a technique she learnt from a book and faked her death. Seiga wanted to spread Taoism around her country, however Taoism was already popular in her country, so Seiga moved to Japan and tried to spread it there. She caught the ear of Toyosatomimi no Miko, who became very interested in Taoism. Later, Miko became a hermit, too. Seiga waited a long time for her resurrection.During Ten Desires, Seiga resurrected Yoshika Miyako into a Jiang Shi and ordered her to guard the Dream Palace Great Mausoleum. Yoshika was defeated by the heroine. During Seiga's battle with the heroine, Yoshika assisted Seiga, but they were both defeated anyway.","290px-Th13seiga.png"
9010,9005,3003,"Soga no Tojiko","The power to summon thunder","At least 1,400 years old","Guard of the Dream Palace Great Mausoleum","Soga no Tojiko is a ghost of a powerful clan known as the Soga. Tojiko along with Mononobe no Futo served Toyosatomimi no Miko. Tojiko's resurrection as a human was denied due to her previous connections with Futo. However, Tojiko didn't mind, as the human body would break down easily.Tojiko resides in the Dream Palace Great Mausoleum. During Ten Desires, she encounters the heroine to prevent them from interrupting Miko's resurrection, but fails as a result.","210px-Th13Tojiko.png"
9011,9005,8010,"Mononobe no Futo","The power to manipulate Feng shui","Unknown, asleep for 1,400 years","Unknown","During the war between the Soga and Mononobe clan, Mononobe no Futo betrayed her family and allied with the Soga. As a result, the Soga were victorious. Later, Toyosatomimi no Miko, a saint, was afraid to undergo the process of immortality alone and used Futo as her test subject. Futo trusted Miko and suspended animation first. After confirming that Futo wasn't decaying, Miko went to rest after. Their resurrection was being prevented by Buddhist monks.During Ten Desires, Futo eventually woke up and encountered the heroines. At first, she thought that the heroine came to celebrate her resurrection and decided to test her abilities on them (Reimu's story), protect the mausoleum from grave-robbers (Marisa's story), to remove her bewilderment (Sanae's story) or was simply being attacked (Youmu's story). After she was defeated, she was surprised on how strong the heroine was. After noticing that the heroine was being surrounded by divine spirits she quickly left making a pardon, except in Youmu's story where she escorted her to the mausoleum, as Futo thought that Youmu was a Shikaisen.","Th13Futo.png"
9012,9005,8010,"Toyosatomimi no Miko","Ability to listen to ten people speaking at the same time and to listen to human's desires","1439 years old","Unknown","Toyosatomimi no Miko is a saint born with high intelligence. She became interested in Taoism after hearing about it from Seiga Kaku, as it provided immortality and superhuman strength. She took the steps of a shikaisen; however, she was afraid to undergo this process alone, and used Mononobe no Futo as her test subject. Her resurrection was prevented by Buddhist Monks, and then a temple was landed directly above her mausoleum. Eventually, she was able to revive during Ten Desires. Opposed to living directly under a temple, she created her own world for hermits, Senkai.","Th13Miko.png"
9013,3,8011,"Wakasagihime","Ability to grow in power when underwater","Unknown","Unknown","Wakasagihime is a mermaid princess. She uses spellcards such as Scale Rib and Tailfin Slap.","260px-Th14Wakasagihime.png"
9014,4005,8012,"Sekibanki","Ability to make her head fly","Unknown","Scaring Humans","Sekibanki is an Nukekubi/ Rokurokubi that lives in the Human village.","200px-Th14Sekibanki.png"
9015,4007,8013,"Kagerou Imaizumi","Ability to transform into a wolf on the night of the full moon","Unknown","Unknown","She apparently does not like going out during a full moon, since she gets hairy.","240px-Th14Kagerou.png"
10007,8005,9008,"Mamizou Futatsuiwa","The power to disguise herself and objects by shape-shifting","Unknown","To become a strong ally in the youkai forces","Mamizou Futatsuiwa is a youkai tanuki who originally lived outside Gensokyo. She moved to Gensokyo to help a friend.She originally lived with humans in a city named Sado. Mamizou often lended them money and got along with them well. However, she doesn't get along with foxes and there are no foxes in Sado.She currently lives in Myouren Temple, along with Nue Houjuu.","Th13Mamizou.png"
12007,12005,3,"Iku Nagae","Able to read/control the atmosphere.","Unknown","Envoy of the Dragon Palace","Iku Nagae is a messenger of the Dragon Palace, whose job is to observe the daily mood of the atmosphere. She somewhat questions why humans and youkai fight/duel as a part of their daily life. During the events of Scarlet Weather Rhapsody she finds out that a strong earthquake is going to occur in Gensokyo, so she decides to warn the residents. Afterwards, Yukari tells her that the culprit is hiding in the Hakurei Shrine. She then goes back to the shrine and finds Tenshi, who has just inserted a keystone to prevent the earthquake. Iku questions this and thinks of Tenshi as having been \"spoiled a bit too much\", so she decides to punish her.","310px-Th10.5Iku.png"
12008,12005,12008,"Tenshi Hinanawi","Manipulation of Land and Weather. Manipulation of Temperament by using The Sword of Hisou","Unknown","Celestial","Tenshi Hinanawi is the \"final\" boss for most of the characters in Scarlet Weather Rhapsody and the \"Eldest Daughter\" of the Hinanawi clan (as referred to by Iku Nagae) that resides in Heaven. Due to the boring life in Heaven of constant drinking and relaxation, Tenshi decides to cause a disaster by gathering the thought energy of everyone in Gensokyo in the form of scarlet clouds, threatening an earthquake. Her true intent is to resolve her boredom by attracting others to resolve the incident. This disruption causes a preliminary tremor, which wrecks Reimu Hakurei's shrine, causing several events to unfold from there. Eventually, Tenshi rebuilds Reimu's shrine","TenshiSWR.png"
12009,12028,null,"Benben Tsukumo","Making sounds on her own","Appears to be New","Performing Music","Benben Tsukumo is a Tsukumogami that creates sounds of her own with her Biwa. She is the older sister of Yatsuhashi Tsukumo. She appears in Double Dealing Character as the Stage 4 Mid-Boss, Boss, and the Extra Stage Midboss along with Yatsuhashi.","180px-Th14_Benben.png"
12010,7008,null,"Yatsuhashi Tsukumo","Creating sounds of her own","Unknown","Unknown","null","230px-Th14Yatsuhashi.png"
12011,7008,null,"Raiko Horikawa","Riding any rhythm","Unknown","Unknown","null","320px-Raiko.png"
12012,12009,null,"Shinmyoumaru Sukuna","Ability to use the Lucky Mallet","Unknown","Princess","12006","250px-Th14Shinmyoumaru.png"
12013,12010,null,"Seija Kijin","Turning anything over","Unknown","Flipping Things","null","200px-Th14Seija.png"
12014,3,2,"Daiyousei","Unknown,sometime she flees away","Unknown, is implied to be young.","Unknown","Daiyousei is a greater fairy who lives around the lake around the Scarlet Devil Mansion. Like other fairies, she is cheerful and mischievous, simple and emotional.\r\n\r\nDuring the events of Embodiment of Scarlet Devil the heroine was attacked by Daiyousei while flying over the lake around the Scarlet Devil Mansion. Very little is known about her, even why she attacked the heroine, and she had no importance to the story.","DaiyouseiNB.png"
12015,4,12016,"Koakuma","Unknown","Unknown","Rumored to be Patchouli's Library Assistant","Very little is known about Koakuma, and unless she makes another appearance she may remain a mystery. What is known is that she's seen around the library of Scarlet Devil Mansion during the events of Embodiment of Scarlet Devil. Apparently she lives in the mansion. Her exact role is difficult to tell, but she is believed to be an assistant in Patchouli's library there, due to being the midboss of her stage.","UnOffKoakuma.png"
12017,null,12018,"Letty Whiterock","Manipulation of cold weather","Unknown","Unknown","Letty Whiterock is a seasonal youkai who's only seen during winter. Although she attacks the heroine early during Perfect Cherry Blossom, she's half-hearted about it, so her true power isn't seen. She seems fittingly cold towards most of the humans she meets, and many humans fear her abilities.","Th07Letty.png"
12019,null,2,"Lily White","Reports the spring's approach, brings spring to the area around her","Unknown","Herald of spring","Lily White is a fairy that heralds the coming of spring. However, this is unknown to both the player and the characters when she appears unexpectedly in the middle of stage 4 in Perfect Cherry Blossom to shower them with danmaku, bothering neither with words of dialogue nor even a Spell Card.\r\n\r\nDuring Phantasmagoria of Flower View Lily reappears, many times in fact, to announce spring. It seems her idea of announcing spring is via a dense cloud of danmaku thrown at you at exactly the worst moment, but at least she's trying to do her job the best she can think of. Despite being one of the most commonly seen enemies (due to appearing randomly on every stage) she's the only non-playable character. It can be inferred by her frequent appearances that the unusual events behind Phantasmagoria of Flower View have confused her into thinking that spring is constantly in a state of &quot;coming\".\r\n\r\nIn Strange and Bright Nature Deity, she is credited with the power to bring spring to an area the instant she passes by.","lily-white.jpg"
